"Year","Game","ReleaseDate","Genre","Earnings","Players","Tournaments"
"2019","Killer Instinct (2013)","2013","Fighting Game",1500,11,3
"2019","Dengeki Bunko: Fighting Climax Ignition","2015","Fighting Game",1315,11,3
"2019","Sailor Moon S","1995","Fighting Game",1235.13,8,5
"2019","Guilty Gear XX Accent Core Plus R","2012","Fighting Game",1220,6,3
"2019","Quake II","1997","First-Person Shooter",1200,1,1
"2019","QuakeWorld","1996","First-Person Shooter",1200,1,1
"2019","Power Rangers: Battle for the Grid","2019","Fighting Game",1050,6,2
"2019","Counter-Strike: Source","2004","First-Person Shooter",1000,3,1
"2019","Warparty","2019","Strategy",1000,4,1
"2019","Puyo Puyo Tetris","2014","Puzzle Game",911.08,14,4
"2019","Teenage Mutant Ninja Turtles: Tournament Fighters","1993","Fighting Game",820,7,2
"2019","Capcom vs. SNK 2","2001","Fighting Game",730,6,2
"2019","Street Fighter Alpha 2","1996","Fighting Game",710,7,3
"2019","Kill la Kill the Game: IF","2019","Fighting Game",700,6,2
"2019","Company of Heroes 2","2013","Strategy",605,3,4
"2019","Soul Calibur II","2003","Fighting Game",590,6,2
"2019","Koihime Enbu","2016","Fighting Game",585,6,2
"2019","Persona 4 Arena Ultimax","2013","Fighting Game",560,6,2
"2019","Mortal Kombat X","2015","Fighting Game",480,3,1
"2019","Tatsunoko vs. Capcom: Ultimate All-Stars","2010","Fighting Game",470,5,2
"2019","Marvel vs. Capcom 2","2000","Fighting Game",420,3,1
"2019","Fighting EX Layer","2018","Fighting Game",372.96,6,2
"2019","TrackMania 2: Canyon","2011","Racing",337.68,3,1
"2019","Ultra Fight Da! Kyanta 2","2019","Fighting Game",320,3,1
"2019","Samurai Shodown V Special","2004","Fighting Game",251.4,6,2
"2019","Street Fighter X Tekken","2012","Fighting Game",250,3,1
"2019","Mario Kart 8 Deluxe","2017","Racing",229.44,3,1
"2019","Garou: Mark of the Wolves","1999","Fighting Game",225,3,1
"2019","GRID (2019)","2019","Racing",218.75,3,1
"2019","Acceleration of SUGURI 2","2018","Fighting Game",210,3,1
"2019","Tekken 5: Dark Resurrection","2006","Fighting Game",210,4,1
"2019","Fighter's History Dynamite","1994","Fighting Game",195,3,1
"2019","Street Fighter EX2 Plus","1999","Fighting Game",190,3,1
"2019","Them's Fightin' Herds","2018","Fighting Game",190,3,1
"2019","Catherine: Full Body","2019","Puzzle Game",185,3,1
"2019","Catherine","2011","Puzzle Game",180,3,1
"2019","Project Justice","2000","Fighting Game",165,3,1
"2019","Virtua Fighter 5 Final Showdown","2010","Fighting Game",160,4,1
"2019","Nitroplus Blasterz: Heroines Infinite Duel","2015","Fighting Game",150,3,1
"2019","Hokuto no Ken","2005","Fighting Game",145,3,1
"2019","Mortal Kombat XL","2016","Fighting Game",140,2,1
"2019","Mordhau","2019","Fighting Game",123,0,1
"2019","Arcana Heart 3: Love Max Six Stars!!!!!","2014","Fighting Game",110,3,1
"2019","Umineko: Golden Fantasia","2010","Fighting Game",90,3,1
"2019","Aquapazza: Aquaplus Dream Match","2011","Fighting Game",85,3,1
"2019","Virtua Fighter 5","2007","Fighting Game",80,1,1
"2019","Shovel Knight Showdown","2019","Fighting Game",60,3,1
"2019","Mario Tennis Aces","2018","Sports",51.3,3,1
"2019","Hand of the Gods","2017","Collectible Card Game",34.2,1,1
"2019","Guilty Gear","1998","Fighting Game",32,3,1
"2019","Xonotic","2010","First-Person Shooter",22.82,15,2
"2019","Yu-Gi-Oh! Duel Links","2016","Collectible Card Game",20,1,1
"2020","Counter-Strike: Global Offensive","2012","First-Person Shooter",7503285.71,1927,271
"2020","Dota 2","2013","Multiplayer Online Battle Arena",5398985.15,611,81
"2020","Rainbow Six Siege","2015","First-Person Shooter",3976708.26,495,24
"2020","Fortnite","2017","Battle Royale",3076760,251,18
"2020","League of Legends","2009","Multiplayer Online Battle Arena",2881317.7,776,31
"2020","PLAYERUNKNOWN’S BATTLEGROUNDS","2017","Battle Royale",2342327.57,739,41
"2020","Hearthstone","2014","Collectible Card Game",1744250,269,17
"2020","Rocket League","2015","Sports",1653922.43,266,76
"2020","Call of Duty: Modern Warfare","2019","First-Person Shooter",1226172,192,27
"2020","Magic: The Gathering Arena","2018","Collectible Card Game",1100000,28,2
"2020","Call of Duty: Warzone","2020","First-Person Shooter",1002163.37,304,42
"2020","StarCraft II","2010","Strategy",869440.74,247,196
"2020","Arena of Valor","2015","Multiplayer Online Battle Arena",827021.41,50,2
"2020","Apex Legends","2019","Battle Royale",826489.05,469,64
"2020","chess24","2014","Strategy",627876.21,48,6
"2020","FIFA 20","2019","Sports",592301.08,157,18
"2020","CrossFire","2007","First-Person Shooter",558386.52,40,2
"2020","VALORANT","2020","First-Person Shooter",501578.58,848,122
"2020","Chess.com","2007","Strategy",387921.52,307,37
"2020","Lichess","2010","Strategy",374500,43,16
"2020","Overwatch","2016","First-Person Shooter",336862,212,6
"2020","Free Fire","2017","Battle Royale",298779.11,171,5
"2020","Age of Empires II","1999","Strategy",174539.58,80,49
"2020","Super Smash Bros. Ultimate","2018","Fighting Game",159868.38,394,115
"2020","Teamfight Tactics","2019","Strategy",155029,23,2
"2020","Super Smash Bros. Melee","2001","Fighting Game",101677.35,81,17
"2020","Mortal Kombat 11","2019","Fighting Game",100980,24,2
"2020","StarCraft: Brood War","1998","Strategy",90461.94,73,9
"2020","WarCraft III: Reforged","2020","Strategy",89667.43,55,50
"2020","Brawlhalla","2015","Fighting Game",85746.6,142,25
"2020","Dragon Ball FighterZ","2018","Fighting Game",82056.76,27,3
"2020","PLAYERUNKNOWN'S BATTLEGROUNDS Mobile","2017","Battle Royale",78946,156,9
"2020","WarCraft III","2002","Strategy",72425.8,18,8
"2020","rFactor 2","2013","Racing",67517.66,26,8
"2020","Brawl Stars","2018","Strategy",56250,21,1
"2020","Escape from Tarkov","2020","First-Person Shooter",54600,3,2
"2020","Farming Simulator 19","2018","Strategy",52228.2,55,4
"2020","Gwent","2016","Collectible Card Game",51200,14,2
"2020","Quake Champions","2017","First-Person Shooter",50679.03,34,4
"2020","Forza Motorsport 7","2017","Racing",49000,48,1
"2020","Tekken 7","2015","Fighting Game",43136.32,50,9
"2020","iRacing.com","2008","Racing",40000,89,7
"2020","Assetto Corsa","2014","Racing",39772.8,20,3
"2020","TrackMania 2: Stadium","2013","Racing",39385.07,195,81
"2020","F1 2019","2019","Racing",38047.38,3,1
"2020","Playchess.com","2002","Strategy",24005.23,76,4
"2020","Street Fighter V: Arcade Edition","2018","Fighting Game",20286.12,19,3
"2020","UNO","2016","Strategy",20000,16,2
"2020","Shadowverse","2016","Collectible Card Game",19700,35,5
"2020","Rivals of Aether","2015","Fighting Game",19552,17,2
"2020","Legends of Runeterra","2020","Collectible Card Game",18481.03,14,3
"2020","Prophecy","2020","Strategy",13000,27,4
"2020","Age of Empires","1997","Strategy",11954,50,1
"2020","Team Fortress 2","2007","First-Person Shooter",10403.92,152,6
"2020","Dirt Rally 2.0","2019","Racing",10000,5,2
"2020","Old School Runescape","2013","Role-Playing Game",7004.2,12,1
"2020","Age of Empires III","2005","Strategy",6473,42,6
"2020","Diabotical","2020","First-Person Shooter",5535.93,46,13
"2020","Guilty Gear Xrd REV 2","2017","Fighting Game",4374,12,3
"2020","RaceRoom Racing Experience","2013","Racing",4290,21,4
"2020","Heroes of the Storm","2015","Multiplayer Online Battle Arena",4035,9,1
"2020","Samurai Shodown (2019)","2019","Fighting Game",3860,10,2
"2020","Unreal Tournament (2016)","2016","First-Person Shooter",3698.92,65,3
"2020","Dota Underlords","2019","Strategy",3388.5,12,7
"2020","Pokkén Tournament DX","2017","Fighting Game",2736.43,6,3
"2020","Fantasy Strike","2019","Fighting Game",2610,8,1
"2020","Under Night In-Birth EXE: Late[st]","2015","Fighting Game",2456.89,11,2
"2020","FIFA Online 4","2018","Sports",2240,3,1
"2020","Mystery Game Tournament","2019","Fighting Game",1920,8,1
"2020","Tetr.io","2020","Strategy",1753.09,8,6
"2020","BlazBlue: Cross Tag Battle","2018","Fighting Game",1520,8,1
"2020","Super Smash Bros.","1999","Fighting Game",1507.18,18,4
"2020","Skullgirls 2nd Encore","2015","Fighting Game",1480,8,1
"2020","Mario Kart 8 Deluxe","2017","Racing",1305,24,2
"2020","Splatoon 2","2017","First-Person Shooter",1270,13,1
"2020","King of Fighters XIV","2016","Fighting Game",1260,6,2
"2020","Artifact","2018","Collectible Card Game",1154.85,29,19
"2020","Soul Calibur VI","2018","Fighting Game",1050,8,1
"2020","Clash Royale","2016","Strategy",1000,3,1
"2020","Street Fighter V: Champion Edition","2020","Fighting Game",1000,4,1
"2020","Under Night In-Birth Exe:Late[cl-r]","2020","Fighting Game",1000,4,1
"2020","Windjammers","1994","Strategy",1000,10,2
"2020","Puyo Puyo Tetris","2014","Puzzle Game",931.19,8,5
"2020","Street Fighter III: 3rd Strike","1999","Fighting Game",880,8,1
"2020","Super Smash Bros. Brawl","2008","Fighting Game",770,11,3
"2020","Melty Blood: Actress Again Current Code","2010","Fighting Game",720,8,1
"2020","Ultimate Marvel vs. Capcom 3","2011","Fighting Game",630,3,1
"2020","BlazBlue: Central Fiction","2015","Fighting Game",600,3,1
"2020","Xonotic","2010","First-Person Shooter",593.95,53,8
"2020","Super Street Fighter II Turbo","1994","Fighting Game",590,6,2
"2020","Guilty Gear XX Accent Core Plus R","2012","Fighting Game",550,3,1
"2020","Vampire Savior","1997","Fighting Game",520,3,1
"2020","Marvel vs. Capcom: Infinite","2017","Fighting Game",490,3,1
"2020","Super Smash Bros. for Wii U","2014","Fighting Game",490,3,1
"2020","King of Fighters XIII","2010","Fighting Game",480,3,1
"2020","King of Fighters 2002 Unlimited Match","2009","Fighting Game",380,3,1
"2020","Sailor Moon S","1995","Fighting Game",310,3,1
"2020","Capcom vs. SNK 2","2001","Fighting Game",240,3,1
"2020","Age of Empires Online","2011","Strategy",200,3,1
"2020","Garou: Mark of the Wolves","1999","Fighting Game",180,3,1
"2020","Magical Drop III","1997","Puzzle Game",130,3,1
"2020","Samurai Shodown V Special","2004","Fighting Game",130,3,1
"2020","Kill la Kill the Game: IF","2019","Fighting Game",70,3,1
"2020","TrackMania Nations Forever","2008","Racing",56.3,3,1
"2020","Trackmania (2020)","2020","Racing",56.21,3,1
